5	10	9	16	49	1	50	11	17	19	51	8	48	0	18	-22.903924	-43.116136	-22.903908	-43.115915	-22.902568	-43.115071	-22.903264	-43.114348	-22.90501	-43.11882	-22.899432	-43.110969	-22.90371	-43.12273	-22.899365	-43.109524	-22.910699	-43.10948	-22.903591	-43.108331	-22.90369	-43.12538	-22.901785	-43.107909	-22.90067	-43.12199	-22.909372	-43.108246	-22.905087	-43.107453	0	85	192	277	320	760	887	906	1054	1124	1157	1162	1188	1201	1233	1
5	45	9	16	49	1	50	27	17	19	38	44	48	0	18	-22.903924	-43.116136	-22.8917	-43.11368	-22.902568	-43.115071	-22.903264	-43.114348	-22.90501	-43.11882	-22.899432	-43.110969	-22.90371	-43.12273	-22.89592	-43.12417	-22.910699	-43.10948	-22.903591	-43.108331	-22.88808	-43.11458	-22.88676	-43.11535	-22.90067	-43.12199	-22.909372	-43.108246	-22.905087	-43.107453	0	1637	1446	277	320	760	887	1047	2847	1124	1979	400	2297	1201	1233	0
6	4	7	22	15	13	0	21	14	17	18	19	8	2	12	-22.910016	-43.101377	-22.906722	-43.098958	-22.907239	-43.105387	-22.907782	-43.106361	-22.906818	-43.106869	-22.9051	-43.097991	-22.909372	-43.108246	-22.904373	-43.103814	-22.90366	-43.106113	-22.910699	-43.10948	-22.905087	-43.107453	-22.903591	-43.108331	-22.901785	-43.107909	-22.901827	-43.099318	-22.900926	-43.103558	0	586	625	709	757	802	832	903	980	1028	1073	1268	1314	1321	1399	1
6	34	7	22	15	13	11	17	14	28	18	19	30	2	12	-22.910016	-43.101377	-22.88587	-43.12484	-22.907239	-43.105387	-22.907782	-43.106361	-22.906818	-43.106869	-22.9051	-43.097991	-22.899365	-43.109524	-22.910699	-43.10948	-22.90366	-43.106113	-22.89101	-43.12368	-22.905087	-43.107453	-22.903591	-43.108331	-22.88953	-43.12773	-22.901827	-43.099318	-22.900926	-43.103558	0	4262	3780	709	757	802	1572	1756	1082	2684	2851	1268	3508	3974	1399	0
7	22	15	0	21	18	14	17	6	19	8	2	4	12	20	-22.907239	-43.105387	-22.907782	-43.106361	-22.906818	-43.106869	-22.909372	-43.108246	-22.904373	-43.103814	-22.905087	-43.107453	-22.90366	-43.106113	-22.910699	-43.10948	-22.910016	-43.101377	-22.903591	-43.108331	-22.901785	-43.107909	-22.901827	-43.099318	-22.906722	-43.098958	-22.900926	-43.103558	-22.900627	-43.098892	0	132	205	396	456	521	539	590	625	715	873	915	934	966	1102	1
7	22	15	0	21	18	35	17	32	41	8	2	4	12	20	-22.907239	-43.105387	-22.907782	-43.106361	-22.906818	-43.106869	-22.909372	-43.108246	-22.904373	-43.103814	-22.905087	-43.107453	-22.88648	-43.12292	-22.910699	-43.10948	-22.89379	-43.11705	-22.89653	-43.12876	-22.901785	-43.107909	-22.901827	-43.099318	-22.906722	-43.098958	-22.900926	-43.103558	-22.900627	-43.098892	0	132	205	396	456	521	3197	3992	2726	1377	2695	915	934	966	1102	0
8	3	19	14	11	1	18	21	12	15	7	16	22	9	10	-22.901785	-43.107909	-22.90007	-43.106351	-22.903591	-43.108331	-22.90366	-43.106113	-22.899365	-43.109524	-22.899432	-43.110969	-22.905087	-43.107453	-22.904373	-43.103814	-22.900926	-43.103558	-22.906818	-43.106869	-22.907239	-43.105387	-22.903264	-43.114348	-22.907782	-43.106361	-22.902568	-43.115071	-22.903908	-43.115915	0	248	304	334	381	412	541	670	672	812	873	915	957	998	1104	1
8	3	46	14	11	1	18	24	12	15	37	44	21	9	10	-22.901785	-43.107909	-22.90007	-43.106351	-22.90004	-43.13109	-22.90366	-43.106113	-22.899365	-43.109524	-22.899432	-43.110969	-22.905087	-43.107453	-22.89581	-43.12202	-22.900926	-43.103558	-22.906818	-43.106869	-22.88544	-43.1214	-22.88676	-43.11535	-22.904373	-43.103814	-22.902568	-43.115071	-22.903908	-43.115915	0	248	2868	3011	381	412	541	2466	2477	812	3315	706	2522	1612	1104	0
9	16	10	5	49	1	11	19	8	0	18	50	3	15	17	-22.902568	-43.115071	-22.903264	-43.114348	-22.903908	-43.115915	-22.903924	-43.116136	-22.90501	-43.11882	-22.899432	-43.110969	-22.899365	-43.109524	-22.903591	-43.108331	-22.901785	-43.107909	-22.909372	-43.108246	-22.905087	-43.107453	-22.90371	-43.12273	-22.90007	-43.106351	-22.906818	-43.106869	-22.910699	-43.10948	0	107	176	192	491	569	714	954	998	1030	1041	1058	1110	1188	1238	1
9	16	10	5	44	1	11	19	8	0	18	47	31	15	17	-22.902568	-43.115071	-22.903264	-43.114348	-22.903908	-43.115915	-22.903924	-43.116136	-22.88676	-43.11535	-22.899432	-43.110969	-22.899365	-43.109524	-22.903591	-43.108331	-22.901785	-43.107909	-22.909372	-43.108246	-22.905087	-43.107453	-22.89647	-43.12476	-22.89018	-43.12158	-22.906818	-43.106869	-22.910699	-43.10948	0	107	176	192	2204	1502	714	954	998	1030	1041	2513	940	2891	1238	0
10	5	9	16	49	1	11	50	17	19	8	0	18	51	48	-22.903908	-43.115915	-22.903924	-43.116136	-22.902568	-43.115071	-22.903264	-43.114348	-22.90501	-43.11882	-22.899432	-43.110969	-22.899365	-43.109524	-22.90371	-43.12273	-22.910699	-43.10948	-22.903591	-43.108331	-22.901785	-43.107909	-22.909372	-43.108246	-22.905087	-43.107453	-22.90369	-43.12538	-22.90067	-43.12199	0	85	176	262	384	745	913	951	1049	1060	1104	1115	1147	1221	1252	1
10	5	9	16	49	1	11	3	59	19	17	0	26	51	48	-22.903908	-43.115915	-22.903924	-43.116136	-22.902568	-43.115071	-22.903264	-43.114348	-22.90501	-43.11882	-22.899432	-43.110969	-22.899365	-43.109524	-22.90007	-43.106351	-22.90653	-43.13089	-22.903591	-43.108331	-22.910699	-43.10948	-22.909372	-43.108246	-22.8939	-43.12397	-22.90369	-43.12538	-22.90067	-43.12199	0	85	176	262	384	745	913	391	3314	3028	1085	194	3151	1316	1252	0
11	1	8	3	19	14	9	16	12	62	18	5	10	33	21	-22.899365	-43.109524	-22.899432	-43.110969	-22.901785	-43.107909	-22.90007	-43.106351	-22.903591	-43.108331	-22.90366	-43.106113	-22.902568	-43.115071	-22.903264	-43.114348	-22.900926	-43.103558	-22.89374	-43.11292	-22.905087	-43.107453	-22.903924	-43.116136	-22.903908	-43.115915	-22.89511	-43.11649	-22.904373	-43.103814	0	145	381	391	645	674	714	722	769	881	882	906	913	992	1010	1
11	1	57	3	19	44	9	16	35	62	18	5	40	36	21	-22.899365	-43.109524	-22.899432	-43.110969	-22.90464	-43.1302	-22.90007	-43.106351	-22.903591	-43.108331	-22.88676	-43.11535	-22.902568	-43.115071	-22.903264	-43.114348	-22.88648	-43.12292	-22.89374	-43.11292	-22.905087	-43.107453	-22.903924	-43.116136	-22.89678	-43.12719	-22.88544	-43.12166	-22.904373	-43.103814	0	145	2292	2833	645	2157	2012	722	2860	1774	882	906	2042	1735	3253	0
12	3	14	21	2	20	18	8	19	11	13	4	15	1	7	-22.900926	-43.103558	-22.90007	-43.106351	-22.90366	-43.106113	-22.904373	-43.103814	-22.901827	-43.099318	-22.900627	-43.098892	-22.905087	-43.107453	-22.901785	-43.107909	-22.903591	-43.108331	-22.899365	-43.109524	-22.9051	-43.097991	-22.906722	-43.098958	-22.906818	-43.106869	-22.899432	-43.110969	-22.907239	-43.105387	0	425	455	544	586	636	663	672	687	769	851	872	893	918	966	1
12	3	14	21	2	20	18	8	32	50	5	4	34	1	7	-22.900926	-43.103558	-22.90007	-43.106351	-22.90366	-43.106113	-22.904373	-43.103814	-22.901827	-43.099318	-22.900627	-43.098892	-22.905087	-43.107453	-22.901785	-43.107909	-22.89379	-43.11705	-22.90371	-43.12273	-22.903924	-43.116136	-22.906722	-43.098958	-22.88587	-43.12484	-22.899432	-43.110969	-22.907239	-43.105387	0	425	455	544	586	636	663	672	1461	1853	887	2342	4266	2557	966	0
13	4	2	20	6	21	12	7	14	22	3	15	0	18	19	-22.9051	-43.097991	-22.906722	-43.098958	-22.901827	-43.099318	-22.900627	-43.098892	-22.910016	-43.101377	-22.904373	-43.103814	-22.900926	-43.103558	-22.907239	-43.105387	-22.90366	-43.106113	-22.907782	-43.106361	-22.90007	-43.106351	-22.906818	-43.106869	-22.909372	-43.108246	-22.905087	-43.107453	-22.903591	-43.108331	0	216	505	765	802	818	851	1107	1187	1192	1264	1272	1358	1448	1475	1
13	4	2	20	59	21	12	39	14	43	3	15	7	18	19	-22.9051	-43.097991	-22.906722	-43.098958	-22.901827	-43.099318	-22.900627	-43.098892	-22.90653	-43.13089	-22.904373	-43.103814	-22.900926	-43.103558	-22.88462	-43.12096	-22.90366	-43.106113	-22.88978	-43.11767	-22.90007	-43.106351	-22.906818	-43.106869	-22.907239	-43.105387	-22.905087	-43.107453	-22.903591	-43.108331	0	216	505	765	4090	3686	851	3116	2898	2222	2063	1272	205	521	1475	0
14	18	19	8	21	12	15	7	3	22	11	1	0	2	6	-22.90366	-43.106113	-22.905087	-43.107453	-22.903591	-43.108331	-22.901785	-43.107909	-22.904373	-43.103814	-22.900926	-43.103558	-22.906818	-43.106869	-22.907239	-43.105387	-22.90007	-43.106351	-22.907782	-43.106361	-22.899365	-43.109524	-22.899432	-43.110969	-22.909372	-43.108246	-22.901827	-43.099318	-22.910016	-43.101377	0	288	322	334	350	455	466	539	581	624	674	685	888	960	980	1
14	18	19	8	15	12	37	27	3	22	11	53	0	2	6	-22.90366	-43.106113	-22.905087	-43.107453	-22.903591	-43.108331	-22.901785	-43.107909	-22.906818	-43.106869	-22.900926	-43.103558	-22.88544	-43.1214	-22.89592	-43.12417	-22.90007	-43.106351	-22.907782	-43.106361	-22.899365	-43.109524	-22.90328	-43.12714	-22.909372	-43.108246	-22.901827	-43.099318	-22.910016	-43.101377	0	288	322	334	812	893	3110	1439	2356	624	674	2087	2479	960	980	0
15	22	7	18	0	21	14	19	17	6	8	12	3	2	4	-22.906818	-43.106869	-22.907782	-43.106361	-22.907239	-43.105387	-22.905087	-43.107453	-22.909372	-43.108246	-22.904373	-43.103814	-22.90366	-43.106113	-22.903591	-43.108331	-22.910699	-43.10948	-22.910016	-43.101377	-22.901785	-43.107909	-22.900926	-43.103558	-22.90007	-43.106351	-22.901827	-43.099318	-22.906722	-43.098958	0	159	205	314	424	447	466	509	618	785	800	893	1048	1065	1067	1
15	22	7	42	1	21	58	19	16	6	8	12	3	2	4	-22.906818	-43.106869	-22.907782	-43.106361	-22.907239	-43.105387	-22.88926	-43.11698	-22.899432	-43.110969	-22.904373	-43.103814	-22.90543	-43.13155	-22.903591	-43.108331	-22.903264	-43.114348	-22.910016	-43.101377	-22.901785	-43.107909	-22.900926	-43.103558	-22.90007	-43.106351	-22.901827	-43.099318	-22.906722	-43.098958	0	159	205	2695	1472	1021	3505	2950	880	1755	800	893	1048	1065	1067	0
16	9	10	5	49	1	11	19	8	0	18	15	17	50	3	-22.903264	-43.114348	-22.902568	-43.115071	-22.903908	-43.115915	-22.903924	-43.116136	-22.90501	-43.11882	-22.899432	-43.110969	-22.899365	-43.109524	-22.903591	-43.108331	-22.901785	-43.107909	-22.909372	-43.108246	-22.905087	-43.107453	-22.906818	-43.106869	-22.910699	-43.10948	-22.90371	-43.12273	-22.90007	-43.106351	0	107	262	277	577	675	722	880	915	923	962	1102	1132	1144	1163	1
16	9	34	56	49	57	11	25	44	0	18	15	17	50	3	-22.903264	-43.114348	-22.902568	-43.115071	-22.88587	-43.12484	-22.90147	-43.13138	-22.90501	-43.11882	-22.90464	-43.1302	-22.899365	-43.109524	-22.89611	-43.12112	-22.88676	-43.11535	-22.909372	-43.108246	-22.905087	-43.107453	-22.906818	-43.106869	-22.910699	-43.10948	-22.90371	-43.12273	-22.90007	-43.106351	0	107	2999	2204	1736	1373	2437	1665	1653	3042	962	1102	1132	1144	1163	0
17	0	22	7	15	18	21	6	10	5	14	19	16	9	4	-22.910699	-43.10948	-22.909372	-43.108246	-22.907782	-43.106361	-22.907239	-43.105387	-22.906818	-43.106869	-22.905087	-43.107453	-22.904373	-43.103814	-22.910016	-43.101377	-22.903908	-43.115915	-22.903924	-43.116136	-22.90366	-43.106113	-22.903591	-43.108331	-22.903264	-43.114348	-22.902568	-43.115071	-22.906722	-43.098958	0	194	455	590	618	934	999	1013	1049	1054	1082	1109	1132	1238	1323	1
17	0	22	7	15	18	21	61	36	56	14	19	5	9	4	-22.910699	-43.10948	-22.909372	-43.108246	-22.907782	-43.106361	-22.907239	-43.105387	-22.906818	-43.106869	-22.905087	-43.107453	-22.904373	-43.103814	-22.90343	-43.13565	-22.88544	-43.12166	-22.90147	-43.13138	-22.90366	-43.106113	-22.903591	-43.108331	-22.903924	-43.116136	-22.902568	-43.115071	-22.906722	-43.098958	0	194	455	590	618	934	999	4037	2944	2468	3160	1109	1124	192	1323	0
18	14	15	19	22	7	8	21	12	0	3	11	1	17	16	-22.905087	-43.107453	-22.90366	-43.106113	-22.906818	-43.106869	-22.903591	-43.108331	-22.907782	-43.106361	-22.907239	-43.105387	-22.901785	-43.107909	-22.904373	-43.103814	-22.900926	-43.103558	-22.909372	-43.108246	-22.90007	-43.106351	-22.899365	-43.109524	-22.899432	-43.110969	-22.910699	-43.10948	-22.903264	-43.114348	0	288	314	362	475	521	541	630	663	711	789	882	892	934	955	1
18	14	15	19	22	7	8	61	54	23	3	62	4	17	16	-22.905087	-43.107453	-22.90366	-43.106113	-22.906818	-43.106869	-22.903591	-43.108331	-22.907782	-43.106361	-22.907239	-43.105387	-22.901785	-43.107909	-22.90343	-43.13565	-22.90758	-43.12594	-22.89486	-43.11948	-22.90007	-43.106351	-22.89374	-43.11292	-22.906722	-43.098958	-22.910699	-43.10948	-22.903264	-43.114348	0	288	314	362	475	521	541	3418	1271	2081	1772	1276	2420	1337	955	0
19	8	14	18	15	3	11	1	21	22	12	7	16	0	9	-22.903591	-43.108331	-22.901785	-43.107909	-22.90366	-43.106113	-22.905087	-43.107453	-22.906818	-43.106869	-22.90007	-43.106351	-22.899365	-43.109524	-22.899432	-43.110969	-22.904373	-43.103814	-22.907782	-43.106361	-22.900926	-43.103558	-22.907239	-43.105387	-22.903264	-43.114348	-22.909372	-43.108246	-22.902568	-43.115071	0	304	322	362	509	552	645	655	658	670	697	715	880	901	954	1
19	5	49	18	45	3	11	1	21	23	12	7	16	0	9	-22.903591	-43.108331	-22.903924	-43.116136	-22.90501	-43.11882	-22.905087	-43.107453	-22.8917	-43.11368	-22.90007	-43.106351	-22.899365	-43.109524	-22.899432	-43.110969	-22.904373	-43.103814	-22.89486	-43.11948	-22.900926	-43.103558	-22.907239	-43.105387	-22.903264	-43.114348	-22.909372	-43.108246	-22.902568	-43.115071	0	1124	320	1497	1828	1461	645	655	658	2268	2150	715	880	901	954	0
20	2	12	21	13	4	3	14	7	15	22	8	11	18	19	-22.900627	-43.098892	-22.901827	-43.099318	-22.900926	-43.103558	-22.904373	-43.103814	-22.9051	-43.097991	-22.906722	-43.098958	-22.90007	-43.106351	-22.90366	-43.106113	-22.907239	-43.105387	-22.906818	-43.106869	-22.907782	-43.106361	-22.901785	-43.107909	-22.899365	-43.109524	-22.905087	-43.107453	-22.903591	-43.108331	0	260	636	738	765	919	999	1011	1102	1116	1186	1246	1266	1299	1316	1
20	2	12	21	13	4	3	17	41	62	22	8	28	18	19	-22.900627	-43.098892	-22.901827	-43.099318	-22.900926	-43.103558	-22.904373	-43.103814	-22.9051	-43.097991	-22.906722	-43.098958	-22.90007	-43.106351	-22.910699	-43.10948	-22.89653	-43.12876	-22.89374	-43.11292	-22.907782	-43.106361	-22.901785	-43.107909	-22.89101	-43.12368	-22.905087	-43.107453	-22.903591	-43.108331	0	260	636	738	765	919	999	1637	3205	1841	2059	1246	2411	2851	1316	0
21	14	15	7	22	12	2	18	19	4	8	20	0	13	3	-22.904373	-43.103814	-22.90366	-43.106113	-22.906818	-43.106869	-22.907239	-43.105387	-22.907782	-43.106361	-22.900926	-43.103558	-22.901827	-43.099318	-22.905087	-43.107453	-22.903591	-43.108331	-22.906722	-43.098958	-22.901785	-43.107909	-22.900627	-43.098892	-22.909372	-43.108246	-22.9051	-43.097991	-22.90007	-43.106351	0	350	447	456	541	544	626	630	658	661	670	738	805	818	835	1
21	35	15	7	22	12	2	38	47	4	28	48	0	13	3	-22.904373	-43.103814	-22.88648	-43.12292	-22.906818	-43.106869	-22.907239	-43.105387	-22.907782	-43.106361	-22.900926	-43.103558	-22.901827	-43.099318	-22.88808	-43.11458	-22.89647	-43.12476	-22.906722	-43.098958	-22.89101	-43.12368	-22.90067	-43.12199	-22.909372	-43.108246	-22.9051	-43.097991	-22.90007	-43.106351	0	3325	3395	456	541	544	626	2674	1847	3582	3668	1187	2325	818	835	0
22	7	15	0	17	18	21	14	19	6	8	4	2	12	16	-22.907782	-43.106361	-22.907239	-43.105387	-22.906818	-43.106869	-22.909372	-43.108246	-22.910699	-43.10948	-22.905087	-43.107453	-22.904373	-43.103814	-22.90366	-43.106113	-22.903591	-43.108331	-22.910016	-43.101377	-22.901785	-43.107909	-22.906722	-43.098958	-22.901827	-43.099318	-22.900926	-43.103558	-22.903264	-43.114348	0	132	159	261	455	475	541	624	670	709	957	994	1000	1051	1183	1
22	59	15	0	17	49	39	14	19	38	8	4	2	12	16	-22.907782	-43.106361	-22.90653	-43.13089	-22.906818	-43.106869	-22.909372	-43.108246	-22.910699	-43.10948	-22.90501	-43.11882	-22.88462	-43.12096	-22.90366	-43.106113	-22.903591	-43.108331	-22.88808	-43.11458	-22.901785	-43.107909	-22.906722	-43.098958	-22.901827	-43.099318	-22.900926	-43.103558	-22.903264	-43.114348	0	3334	3251	261	455	1344	2937	2898	670	1979	1736	994	1000	1051	1183	0
23	25	24	33	32	26	27	31	47	43	28	62	42	40	45	-22.89486	-43.11948	-22.89611	-43.12112	-22.89581	-43.12202	-22.89511	-43.11649	-22.89379	-43.11705	-22.8939	-43.12397	-22.89592	-43.12417	-22.89018	-43.12158	-22.89647	-43.12476	-22.88978	-43.11767	-22.89101	-43.12368	-22.89374	-43.11292	-22.88926	-43.11698	-22.89678	-43.12719	-22.8917	-43.11368	0	329	368	398	411	537	640	676	723	780	824	875	891	961	970	1
23	25	11	33	32	57	27	31	34	43	28	13	42	49	45	-22.89486	-43.11948	-22.89611	-43.12112	-22.899365	-43.109524	-22.89511	-43.11649	-22.89379	-43.11705	-22.90464	-43.1302	-22.89592	-43.12417	-22.89018	-43.12158	-22.88587	-43.12484	-22.88978	-43.11767	-22.89101	-43.12368	-22.9051	-43.097991	-22.88926	-43.11698	-22.90501	-43.11882	-22.8917	-43.11368	0	329	1665	992	411	2332	1393	676	763	1180	824	3664	3178	2473	1937	0
24	25	27	23	47	26	40	31	28	33	32	48	41	35	43	-22.89581	-43.12202	-22.89611	-43.12112	-22.89592	-43.12417	-22.89486	-43.11948	-22.89647	-43.12476	-22.8939	-43.12397	-22.89678	-43.12719	-22.89018	-43.12158	-22.89101	-43.12368	-22.89511	-43.11649	-22.89379	-43.11705	-22.90067	-43.12199	-22.89653	-43.12876	-22.88648	-43.12292	-22.88978	-43.11767	0	146	338	368	421	432	673	680	719	725	726	797	804	1096	1099	1
24	25	53	23	47	16	51	31	28	33	32	48	41	22	43	-22.89581	-43.12202	-22.89611	-43.12112	-22.90328	-43.12714	-22.89486	-43.11948	-22.89647	-43.12476	-22.903264	-43.114348	-22.90369	-43.12538	-22.89018	-43.12158	-22.89101	-43.12368	-22.89511	-43.11649	-22.89379	-43.11705	-22.90067	-43.12199	-22.89653	-43.12876	-22.907782	-43.106361	-22.88978	-43.11767	0	146	1222	1551	421	2001	1414	1800	719	725	726	797	804	3247	2846	0
25	24	23	27	47	26	40	33	32	48	31	28	41	43	50	-22.89611	-43.12112	-22.89581	-43.12202	-22.89486	-43.11948	-22.89592	-43.12417	-22.89647	-43.12476	-22.8939	-43.12397	-22.89678	-43.12719	-22.89511	-43.11649	-22.89379	-43.11705	-22.90067	-43.12199	-22.89018	-43.12158	-22.89101	-43.12368	-22.89653	-43.12876	-22.88978	-43.11767	-22.90371	-43.12273	0	146	329	334	419	523	671	686	688	698	721	810	844	1078	1109	1
25	24	52	3	47	26	40	46	32	48	31	28	7	43	50	-22.89611	-43.12112	-22.89581	-43.12202	-22.90322	-43.12657	-22.90007	-43.106351	-22.89647	-43.12476	-22.8939	-43.12397	-22.89678	-43.12719	-22.90004	-43.13109	-22.89379	-43.11705	-22.90067	-43.12199	-22.89018	-43.12158	-22.89101	-43.12368	-22.907239	-43.105387	-22.88978	-43.11767	-22.90371	-43.12273	0	146	1313	2434	2439	523	671	579	1851	698	721	810	3182	2761	1109	0
26	27	47	28	24	25	23	40	41	31	32	33	48	34	35	-22.8939	-43.12397	-22.89592	-43.12417	-22.89647	-43.12476	-22.89101	-43.12368	-22.89581	-43.12202	-22.89611	-43.12112	-22.89486	-43.11948	-22.89678	-43.12719	-22.89653	-43.12876	-22.89018	-43.12158	-22.89379	-43.11705	-22.89511	-43.11649	-22.90067	-43.12199	-22.88587	-43.12484	-22.88648	-43.12292	0	248	331	344	432	523	536	555	633	650	744	822	878	942	983	1
26	27	47	28	24	25	23	13	3	8	32	10	62	34	35	-22.8939	-43.12397	-22.89592	-43.12417	-22.89647	-43.12476	-22.89101	-43.12368	-22.89581	-43.12202	-22.89611	-43.12112	-22.89486	-43.11948	-22.9051	-43.097991	-22.90007	-43.106351	-22.901785	-43.107909	-22.89379	-43.11705	-22.903908	-43.115915	-22.89374	-43.11292	-22.88587	-43.12484	-22.88648	-43.12292	0	248	331	344	432	523	536	2953	1264	248	1461	1664	1438	1980	983	0
27	47	26	25	40	24	41	28	48	23	31	46	32	33	50	-22.89592	-43.12417	-22.89647	-43.12476	-22.8939	-43.12397	-22.89611	-43.12112	-22.89678	-43.12719	-22.89581	-43.12202	-22.89653	-43.12876	-22.89101	-43.12368	-22.90067	-43.12199	-22.89486	-43.11948	-22.89018	-43.12158	-22.90004	-43.13109	-22.89379	-43.11705	-22.89511	-43.11649	-22.90371	-43.12273	0	83	248	334	335	338	508	552	635	640	857	919	954	981	1047	1
27	45	15	25	40	24	41	28	54	23	31	9	61	33	50	-22.89592	-43.12417	-22.8917	-43.11368	-22.906818	-43.106869	-22.89611	-43.12112	-22.89678	-43.12719	-22.89581	-43.12202	-22.89653	-43.12876	-22.89101	-43.12368	-22.90758	-43.12594	-22.89486	-43.11948	-22.89018	-43.12158	-22.902568	-43.115071	-22.90343	-43.13565	-22.89511	-43.11649	-22.90371	-43.12273	0	1459	2088	2304	335	338	508	552	2238	2081	857	2249	2686	2549	1047	0
