6.33;-0.154496983;0.93240273;-0.192268208
6.41;-0.151078656;0.929107308;-0.192878127
6.53;-0.153887078;0.924590468;-0.187874317
6.56;-0.164627507;0.921783626;-0.178840727
6.6;-0.1664588;0.919586718;-0.167733103
6.64;-0.169144303;0.919952333;-0.171272784
6.65;-0.1763466;0.920440912;-0.154672801
6.71;-0.182327509;0.921050787;-0.15137583
6.72;-0.184280172;0.914460003;-0.14173387
6.72;-0.186844319;0.9136042;-0.136239961
6.84;-0.189651176;0.913482845;-0.125253692
6.88;-0.187577143;0.91787672;-0.119272791
7.01;-0.18135196;0.925200403;-0.11060638
7.16;-0.178177908;0.931914151;-0.106699497
7.31;-0.17646797;0.935576737;-0.103648365
7.39;-0.171219885;0.939970613;-0.103892639
7.47;-0.162430555;0.943754613;-0.108775079
7.6;-0.167070284;0.945341647;-0.109384991
7.7;-0.172441274;0.943754613;-0.118907146
7.7;-0.172928274;0.944243193;-0.135385767
7.82;-0.173539743;0.945220292;-0.145029292
7.89;-0.179153457;0.944610357;-0.156991109
7.98;-0.184280172;0.94216758;-0.16614607
8.13;-0.181107685;0.943510354;-0.173225448
8.18;-0.171829805;0.943144679;-0.184211716
8.31;-0.164871782;0.94216758;-0.188118607
8.37;-0.161087811;0.944366097;-0.185433105
8.45;-0.152300045;0.941436291;-0.176643774
8.57;-0.154618353;0.938627899;-0.160530791
8.58;-0.167070284;0.934966862;-0.148813263
8.67;-0.172196999;0.931427181;-0.135630041
8.82;-0.1763466;0.931059957;-0.133798748
