0;-0.17158553;0.923857689;-0.173225448
0.11;-0.169877142;0.923247755;-0.172249898
0.19;-0.170487046;0.921172142;-0.171761334
0.29;-0.173051193;0.921904981;-0.166513264
0.29;-0.173416823;0.923492014;-0.166268989
0.37;-0.173661098;0.9231264;-0.165170521
0.48;-0.172928274;0.925444663;-0.162485018
0.51;-0.172441274;0.926300406;-0.160409436
0.63;-0.173295468;0.925688982;-0.157235384
0.66;-0.170975611;0.92788589;-0.152962863
0.71;-0.167801559;0.929595828;-0.152841508
0.72;-0.16194357;0.928862989;-0.156136915
0.79;-0.160356537;0.931427181;-0.15162012
0.8;-0.165238976;0.926300406;-0.151254475
0.94;-0.162064925;0.928253114;-0.154428527
1.09;-0.16670309;0.927520275;-0.156869739
1.14;-0.165848896;0.928985953;-0.157601029
1.2;-0.167435914;0.933868349;-0.158822417
1.28;-0.169267222;0.931669891;-0.159066692
1.33;-0.170121416;0.931914151;-0.161629274
1.4;-0.170121416;0.933012605;-0.159555241
1.47;-0.17207408;0.93240273;-0.158456773
1.51;-0.173416823;0.929351568;-0.159799516
1.57;-0.172683999;0.930815697;-0.157968223
1.61;-0.172928274;0.931669891;-0.16126363
1.65;-0.170242772;0.928618729;-0.160409436
1.75;-0.168045834;0.932158411;-0.163339213
1.8;-0.17134124;0.932037055;-0.164072052
1.81;-0.170487046;0.931427181;-0.169441476
1.92;-0.16670309;0.931669891;-0.174202561
2.06;-0.169144303;0.92739892;-0.174446836
2.19;-0.168778673;0.928008795;-0.175056756
2.24;-0.165848896;0.928130209;-0.176399499
2.37;-0.168413028;0.92788589;-0.176033869
2.44;-0.167680189;0.923980594;-0.171761334
2.45;-0.168290108;0.927520275;-0.173225448
2.56;-0.167680189;0.925811887;-0.171639979
2.56;-0.170242772;0.926421821;-0.163949132
2.71;-0.171952724;0.926543176;-0.159310967
2.78;-0.173905388;0.926543176;-0.15625827
2.8;-0.175248131;0.925811887;-0.15577127
2.8;-0.174393937;0.926177502;-0.15589264
2.86;-0.173051193;0.93289125;-0.154061332
2.99;-0.173416823;0.934355378;-0.152841508
3.05;-0.17146416;0.935332477;-0.154305607
3.06;-0.170365691;0.934966862;-0.157114029
3.14;-0.17146416;0.934966862;-0.160530791
3.23;-0.169267222;0.935088217;-0.16065371
3.25;-0.172441274;0.936309576;-0.16126363
3.37;-0.173295468;0.935455382;-0.161629274
3.44;-0.170242772;0.931914151;-0.160530791
3.47;-0.168778673;0.933379829;-0.158822417
3.51;-0.168534383;0.933012605;-0.159799516
3.52;-0.1664588;0.933135509;-0.161019355
3.61;-0.168168753;0.931914151;-0.162117824
3.66;-0.16670309;0.931669891;-0.164681956
3.67;-0.165116057;0.933868349;-0.165291876
3.68;-0.166825995;0.928741634;-0.168587282
3.81;-0.166825995;0.931059957;-0.17102851
3.96;-0.168900028;0.928862989;-0.168831572
4.02;-0.168045834;0.929107308;-0.168954477
4.09;-0.169022948;0.928374469;-0.170662865
4.2;-0.165970251;0.931548536;-0.168587282
4.29;-0.165848896;0.935088217;-0.162850663
4.35;-0.170487046;0.930571377;-0.154549882
4.4;-0.1763466;0.928497374;-0.147714779
4.47;-0.181838959;0.930571377;-0.143197984
4.62;-0.180984765;0.934234023;-0.14185524
4.69;-0.178422183;0.935211122;-0.140512481
4.72;-0.17646797;0.935332477;-0.140391126
4.8;-0.175248131;0.932037055;-0.148813263
4.82;-0.170487046;0.934478283;-0.15137583
4.87;-0.169511497;0.933868349;-0.151987314
4.89;-0.167680189;0.933745444;-0.15638119
4.94;-0.17158553;0.930205762;-0.161019355
4.94;-0.171829805;0.935942411;-0.160165161
5.01;-0.17207408;0.935088217;-0.16065371
5.04;-0.168778673;0.930815697;-0.162729293
5.16;-0.169144303;0.929107308;-0.159920886
5.25;-0.167680189;0.930084407;-0.157968223
5.37;-0.168900028;0.930938601;-0.155648366
5.42;-0.170365691;0.930450022;-0.153695688
5.45;-0.170365691;0.930694342;-0.153085783
5.46;-0.168168753;0.932281315;-0.149546087
5.58;-0.169388577;0.934234023;-0.147226229
5.73;-0.168534383;0.934112668;-0.149423167
5.87;-0.169755772;0.933379829;-0.146372035
5.93;-0.169877142;0.935332477;-0.150033087
5.93;-0.167680189;0.939360738;-0.152718589
5.98;-0.169388577;0.93740809;-0.16065371
6.08;-0.168778673;0.933379829;-0.158578128
6.14;-0.167312995;0.934722543;-0.164681956
6.15;-0.16218628;0.93716377;-0.1899499
6.29;-0.159135148;0.932281315;-0.186652929
